Start Timestamp,End Timestamp,Dialogue
"00:23:28,093","00:23:29,870","Hey, listen. I quit."
"00:23:30,070","00:23:31,120","And he did quit his job,"
"00:23:31,900","00:23:35,546","which I thought was a little weird. I mean, I had just met this fucking guy."
"00:23:36,620","00:23:38,625","There were other things about him too,"
"00:23:38,950","00:23:40,580",like his phosphorescent white teeth;
"00:23:41,790","00:23:45,859",and the fact that he wore horn rims with clear lenses to look more Waspy.
"00:23:45,870","00:23:48,870","Then, there were this..rumours."
"00:23:49,898","00:23:51,890","I heard this, stupid shit. I don't know."
"00:23:52,090","00:23:53,090",I didn't even wanna bring it up.
"00:23:53,290","00:23:56,292",It's just...stupid. - Is it about me?
"00:23:56,492","00:23:57,492","You know, people say shit."
"00:23:57,692","00:24:00,320","I don't even listen to them, half of the time."
"00:24:01,932","00:24:03,047",What do they say?
"00:24:03,247","00:24:06,664","Shit, about you doing your cousin or something like that?"
"00:24:06,864","00:24:07,864",I don't even listen to it.
"00:24:08,064","00:24:09,064","Bro, it's not like that."
"00:24:09,264","00:24:10,264","You know, it's not like that."
"00:24:10,464","00:24:14,118","I mean, like you married your cousin. Some stupid shit."
"00:24:15,638","00:24:18,030","Yeah, my wife..yeah, my wife is my cousin."
"00:24:18,230","00:24:20,922","It's not like what you think, whatever..you know?"
"00:24:21,122","00:24:23,398",Is she like a...first cousin? or is she...
"00:24:23,598","00:24:27,095","Her..her father,"
"00:24:27,295","00:24:29,330",is the brother of my Mom.
"00:24:29,530","00:24:30,530",It's not like...
"00:24:30,730","00:24:31,730",We grew up together.
"00:24:31,930","00:24:35,262","And, she grew up hot..you know. She fucking grew up hot."
"00:24:35,462","00:24:36,462",All my friends were trying to fuck her. You know?
"00:24:36,662","00:24:38,624",I'm not gonna let someone...
"00:24:38,824","00:24:42,451","One of these assholes fuck my cousin. So, I used the cousin thing as...."
"00:24:44,402","00:24:46,698","I'm not gonna let, someone else fuck my cousin."
"00:24:46,898","00:24:49,314","If any one is gonna fuck my cousin, it's gonna be me."
"00:24:49,514","00:24:51,207",Out of respect. You know.. - No..I get it. Yeah..
"00:24:51,407","00:24:53,868","You're not afraid of like the whole kid thing, right?"
"00:24:54,068","00:24:55,068",What? Having kid with her?
"00:24:55,268","00:24:56,268","Yeah. - No, we have two kids."
"00:24:57,790","00:24:59,344",I don't mean.. I don't wanna get personal..
"00:24:59,544","00:25:00,544",They're okay?
"00:25:00,744","00:25:02,718","No, they're not retarded or anything like that."
"00:25:02,918","00:25:03,940","But, there'a big chance, right?"
"00:25:04,330","00:25:05,280",Yeah...
"00:25:05,480","00:25:06,480",There is like a.. sixty percent..
"00:25:06,680","00:25:10,451","You know, sixty sixty-five percent chance the kid's gonna be fucking retarded.."
"00:25:10,651","00:25:11,651","..or whatever. - That scares the shit out of me, buddy."
"00:25:11,851","00:25:16,437","Look, man. A lot happen with kids. Whatever takes biz whether you're fucking cousin or not.."
"00:25:16,637","00:25:18,688",What if something like that happened?
"00:25:18,888","00:25:20,960","I basically, you know? If the kid is retarted."
"00:25:21,160","00:25:23,548","I would drive it up to the country,"
"00:25:23,748","00:25:26,746","and just like, open the door and i'm gonna set you free now."
"00:25:26,946","00:25:29,333","You know, like run free.. You know.."
"00:25:34,970","00:25:36,568",I'm completely fucking with you!
"00:25:38,180","00:25:40,237",That's horrible...
"00:25:41,885","00:25:45,093",No. We would take it to institution or something where it's handled like..
"00:25:45,293","00:25:46,293",Raise the kid or whatever..
"00:25:47,795","00:25:49,490","You know what? If you're happy, God bless you, buddy."
"00:25:49,690","00:25:50,690","No, i'm not fucking happy."
"00:25:50,890","00:25:52,744",No one who's married is fucking happy.
"00:25:52,944","00:25:54,704","Well, i'm sorry to hear that, buddy."
"00:25:54,904","00:25:55,904","Listen, i'm really.."
"00:25:57,115","00:25:59,379",I'm really appreciative of this fucking job.
"00:25:59,579","00:26:02,316",I'm really enjoying.. - I'm really happy of what you're doing..
"00:26:02,516","00:26:04,281","Actually, I got you a little present."
"00:26:04,481","00:26:06,405","You got me a present? - I got you something, yeah."
"00:26:06,605","00:26:08,692",You're sweet! -It's in the back though.
"00:26:10,326","00:26:11,613",We gotta go out back.
"00:26:11,813","00:26:13,486","What, it's wrapped up or something?"
"00:26:13,686","00:26:14,686",It's wrapped up yeah.
"00:26:14,886","00:26:15,886",I don't get it.
"00:26:16,086","00:26:18,092",We can do it while you're in fucking car. Come on.
"00:26:20,273","00:26:22,402",I'm not fucking doing this. You're out of your fucking mind.
"00:26:22,602","00:26:24,329",Do this shit bro. No.
"00:26:24,529","00:26:25,529",No one is fucking here bro.
"00:26:26,971","00:26:28,195",Get the fuck in.
"00:26:28,395","00:26:30,038",Smoke this crack with me bro.
"00:26:31,985","00:26:33,712",Smoke some fucking crack with me bro.
"00:26:33,912","00:26:36,319",One hit. That's it.
"00:27:09,851","00:27:12,553","We gotta get out of here, buddy."
"00:27:12,753","00:27:15,407",We gotta get out of here. Let's go fucking run.
"00:27:15,607","00:27:18,773",Let's run like a fucking lion and tirger in pairs!
"00:27:20,230","00:27:23,437",Let's fucking run! Let's fucking run!
"00:27:23,637","00:27:25,631",Go..go...go..go!
"00:27:26,660","00:27:28,704",<i>You've reached Frank's auto body.</i>
"00:27:28,904","00:27:29,904","<i>We're closed right now,</i>"
"00:27:30,104","00:27:32,084","<i>so, please leave us a message!</i>"
"00:27:32,284","00:27:34,049","Hello, my name is Jordan Belfort."
"00:27:34,249","00:27:35,249",My partner and I are..
"00:27:35,449","00:27:37,428",very interested in renting out your garage.
"00:27:37,690","00:27:39,831",Donnie and I were going out on our own.
"00:27:40,031","00:27:42,559","And,the first thing we needed was brokers."
"00:27:42,759","00:27:44,452",Guys with sales experience.
"00:27:44,652","00:27:46,736","So, I recruited some of my home town boys."
"00:27:46,936","00:27:49,867",Sea Otter. Who sole meat and weed.
"00:27:50,067","00:27:53,124",Chester..who sold tyres and weed.
"00:27:53,324","00:27:54,324","And, Robbie..."
"00:27:54,524","00:27:56,282",who sold anything he could get his hands on.
"00:27:56,482","00:27:57,482","Mostly, weed."
"00:28:00,430","00:28:01,514",This is Brad.
"00:28:01,714","00:28:03,490","And, Brad's the guy I really wanted."
"00:28:03,690","00:28:04,669","But, he didn't go along with us."
"00:28:04,869","00:28:07,433",He was already making so much money selling Qualutes.
"00:28:07,633","00:28:10,079",He’d become the Quaalude king of Bayside.
"00:28:10,380","00:28:11,540",You get any pussy with that thing or what?
"00:28:11,740","00:28:14,242","Yeah, man. Of course man. - Bring some chicks around here sometime huh."
"00:28:14,442","00:28:16,795",Little morch...little morch.
"00:28:18,145","00:28:19,184","Hey, Zit."
"00:28:19,384","00:28:21,733","Tell your sister, I was asking about her."
"00:28:21,933","00:28:24,552","But you bring me a pair of her panties, next time you come through."
"00:28:24,752","00:28:27,546","Yeah, man. She said, they don't wanna talk to you man."
"00:28:27,746","00:28:29,844",Get the fuck out of here.
"00:28:30,044","00:28:32,304","Hey, Ma. We got chicken or what?"
"00:28:32,504","00:28:34,395",Ma?!
"00:28:35,448","00:28:37,327",You listening? It's easier than you think.
"00:28:37,527","00:28:38,527","Every person you're on the phone with,"
"00:28:38,727","00:28:41,533",They wanna get rich and they wanna get rich quickly.
"00:28:41,733","00:28:43,486","They all want something for nothing. - There was this one time,"
"00:28:43,686","00:28:46,718","That i was selling pot to Amish dude. You know guy's that got like the beard,"
"00:28:47,060","00:28:48,540",With like no mustache or some bullshit.. - Yeah..yeah.
"00:28:49,130","00:28:52,225","Well, he says that he only wants to make furniture."
"00:28:53,727","00:28:55,255",What's that gotta do with anything? - I don't understand.
"00:28:55,455","00:28:57,435",What the fuck are you talking about?
"00:28:57,635","00:28:59,539","I'm not putting words into your mouth or nothing, But.."
"00:28:59,739","00:29:02,514","you just said that, Everybody wants to get rich."
"00:29:02,714","00:29:04,794","Holy fuck, you did just said that. - Yeah, you said that."
"00:29:06,294","00:29:08,763","What the fuck are you talking about? - Yeah, like buddhist."
"00:29:08,963","00:29:10,889",They don't give a shit about money. They're wrapped in sheets!
"00:29:11,089","00:29:12,089",They don't buy shits. - I'm not..i'm..I'm not talking..
"00:29:12,289","00:29:13,289",...about Buddhist or Amish.
"00:29:13,489","00:29:15,225",I'm talking about normal people.
"00:29:15,425","00:29:17,736","Working class, everyday people. Everyone wants to get rich."
"00:29:17,936","00:29:19,984",Am I crazy? - There's no such thing as Amish Buddhist..
"00:29:20,184","00:29:21,326","I am pretty fucking sure. - No, I didn't.."
"00:29:22,330","00:29:24,358",Can we get some Ketchup please? - I didn't say Amish buddhist..
"00:29:24,558","00:29:25,928",Do you guys not wanna make money?
"00:29:27,709","00:29:29,124","I wanna make some fucking money, okay?"
"00:29:29,324","00:29:30,324",I can sell anything.
"00:29:30,524","00:29:33,843","Shit, I can sell lubes to convent full of Nuns getting horny to be fuckin' each other."
"00:29:34,043","00:29:36,353",That's the attitude! You can sell anything?
"00:29:36,553","00:29:38,313","Sell me, this fucking pen right here."
"00:29:38,513","00:29:39,513",You can sell anything.. Sell that.
"00:29:39,713","00:29:40,713",Sell me that pen?
"00:29:41,680","00:29:43,688",Can I finish eating first? I hadn't eaten today.
"00:29:44,120","00:29:45,835","Brad, show em how it's done."
"00:29:46,035","00:29:47,806","Boom. Sell me that pen. Watch, go on."
"00:29:48,006","00:29:49,006",You want me to sell this fucking pen?
"00:29:49,206","00:29:50,206",That's my boy right there.
"00:29:50,406","00:29:52,028",Fucking sell anything.
"00:29:52,228","00:29:54,515",Why don't you do me a favour? Write your name down on that napkin for me?
"00:29:54,715","00:29:55,715",I don't have a pen.
"00:29:55,915","00:29:57,906","Exactly. Supply and demand, my friend."
"00:29:58,106","00:30:00,004",See what I mean? He's creating urgency.
"00:30:00,204","00:30:03,194",Getting you to want to buy this stock. Gotta make it as something that they need.
"00:30:03,400","00:30:04,480",That's the thing.
"00:30:04,680","00:30:06,351",All nuns are lesbians.
"00:30:06,551","00:30:08,857","What the fuck are you talking about, Otter?"
"00:30:09,057","00:30:10,057","Yeah, think about it. They can't keep in dudes.."
"00:30:11,050","00:30:13,770",Four fucking times. Get me four times.
"00:30:16,042","00:30:19,402","Look, I knew these guys weren't like Harvard MBAs."
"00:30:19,720","00:30:23,394","Robbie Feinberg the pin head, took five years to finish High School."
"00:30:23,920","00:30:26,511","Alden Kupferberg- The sea otter, Didn't even graduate."
"00:30:26,711","00:30:30,971","Chester Ming, the depraved Chinaman thought Jiujitsu was in Israel."
"00:30:31,190","00:30:33,282",Smartest of the bunch was Nicky Koskoff.
"00:30:33,550","00:30:34,750",He actually went to Law School.
"00:30:35,120","00:30:38,824","I call him ""Rugrat"" b'cos of his piece of shit hairpiece."
"00:30:39,920","00:30:42,360","Still, give me them young, hungry and stupid."
"00:30:42,560","00:30:46,012","And, in no time I’ll make them rich."
"00:30:48,283","00:30:50,425",Omigod. Jordan.
"00:30:50,625","00:30:51,625","You like it, baby?"
"00:30:53,376","00:30:54,682",It’s beautiful.
"00:30:54,882","00:30:55,882",They’re not the biggest stones in the world.
"00:30:56,082","00:30:58,650","But, I promise they are really high quality."
"00:30:58,850","00:31:01,447",This is beautiful. I don't...it's so beautiful.
"00:31:02,714","00:31:04,584","Oh, boy. - What?"
"00:31:04,784","00:31:05,784",I know that look.
"00:31:07,080","00:31:08,632","What is it? Go ahead. - I don't know, it's.."
"00:31:08,832","00:31:14,202","These stocks, these companies. They are like, crappy companies?"
"00:31:14,402","00:31:16,934","Yeah, Yeah. They are terrible."
"00:31:18,486","00:31:20,934","Don't worry about it. I told you, What i'm doing is, completely legal."
"00:31:21,134","00:31:23,768","Yeah, I know. They're like, they're not gonna make any money though, right?"
"00:31:25,372","00:31:27,125","Sometimes they do. Sometimes, they don't."
"00:31:27,325","00:31:28,325","You know, how it goes."
"00:31:28,525","00:31:29,525","Wouldn’t you feel better,"
"00:31:29,725","00:31:33,167","if you sold that stuffs to rich people, who can like afford to lose alot of money?"
"00:31:35,325","00:31:36,470",Of course.
"00:31:36,670","00:31:39,410","But, rich people don’t buy penny stocks."
"00:31:39,610","00:31:40,610",They just don't.
"00:31:42,082","00:31:43,224",Why not?
"00:31:45,070","00:31:48,116","Because they’re too smart, that’s why not."
"00:31:48,440","00:31:50,660","I mean, what person with a college education."
"00:31:51,250","00:31:53,186",Would trust this bunch of jerk offs?
"00:31:56,450","00:31:59,053",But what if they didn’t sound like a bunch of jerk offs?
"00:31:59,460","00:32:02,080","What if, I can teach them how to sell it to people with money?"
"00:32:03,970","00:32:05,150",<i>Real money.</i>
"00:32:05,350","00:32:06,470","So, I decided to re-invent the company."
"00:32:06,670","00:32:08,426","Gentlemen,"
"00:32:08,626","00:32:12,288",Welcome to Stratton Oakmont.
"00:32:12,488","00:32:13,488",You snooks will now be targeting the wealthiest.
"00:32:14,860","00:32:17,266",one percent of Americans.
"00:32:17,466","00:32:19,573","I'm talking about Whales, here."
"00:32:19,773","00:32:20,773",Moby 'fucking' Dicks.
"00:32:20,973","00:32:23,158","And, with this script."
"00:32:23,358","00:32:25,269",Which is now your new 'Harpoon'..
"00:32:25,469","00:32:28,983",I'm goona teach each and everyone of you to be Captain...
"00:32:29,183","00:32:30,183",Fucking Ahab.
"00:32:30,383","00:32:32,510",Get it? Huh?
"00:32:32,710","00:32:33,710",Captain Who?
"00:32:33,910","00:32:35,647",Captain Ahab. From the fucking...
"00:32:37,346","00:32:38,941",Book..motherfucker. From the book.
"00:32:39,141","00:32:40,141",Turn you fucking brain on!
"00:32:41,480","00:32:42,800",Listen to me.
"00:32:43,000","00:32:45,385","We are a new company, with a new name."
"00:32:45,585","00:32:48,395","A Company, that our clients can believe in."
"00:32:48,595","00:32:51,482","A Company, that our clients can trust."
"00:32:51,950","00:32:53,240","A firm, whose roots.."
"00:32:54,030","00:32:56,320","are so deeply embedded into Wall Street,"
"00:32:56,520","00:32:57,520","That our very Founders,"
"00:32:57,720","00:33:00,146","Sailed over n the Mayflower,"
"00:33:00,346","00:33:01,346","chiselled the name Stratton Oakmont,"
"00:33:02,020","00:33:03,720",right into plummet fucking rock.
"00:33:03,920","00:33:04,920",Got it?
"00:33:06,190","00:33:07,370",What we are gonna do is this.
"00:33:07,570","00:33:10,469","First we pitch them Disney, AT&T,"
"00:33:10,669","00:33:13,184","IBM, blue chips stocks exclusively."
"00:33:13,384","00:33:15,374",Companies at these peoples moan.
"00:33:15,574","00:33:16,574","Once we sucker them in,"
"00:33:16,774","00:33:19,544",We unload the dog shits.
"00:33:19,744","00:33:21,812","The pink sheets, the pennies stocks."
